Transaction,State,Date,Product,"Wholesale
Price",Units Sold,Product Code,Sales,Month,Year
2.02E+11,Queensland,02/10/2018,Viper Earmuffs,208.95,6,TN201133-SM,1253.7,10-Oct,2018
2.02E+11,Australian Capital Territory,03/10/2018,Bio Waste Kit,436.5375,5,CR952915-MD,2182.6875,10-Oct,2018
2.02E+11,Northen Territory,04/10/2018,Hook Tie Down System,61.425,5,SB038557-SM,307.125,10-Oct,2018
2.02E+11,Queensland,05/10/2018,Storage Cabinets,61.425,9,SB038557-SM,552.825,10-Oct,2018
2.02E+11,Tasmania,06/10/2018,Hook Tie Down System,231.315,6,BP171085-LG,1387.89,10-Oct,2018
2.02E+11,New South Wales,07/10/2018,Spill Response Kit,231.315,6,BP171085-LG,1387.89,10-Oct,2018
2.02E+11,Victoria,08/10/2018,Viper Earmuffs,436.5375,6,CR952915-MD,2619.225,10-Oct,2018
2.02E+11,Queensland,09/10/2018,Mineral Absorbent,61.425,7,SB038557-SM,429.975,10-Oct,2018
2.02E+11,Australian Capital Territory,10/10/2018,Bio Waste Kit,103.95,5,SB639038-MD,519.75,10-Oct,2018
2.02E+11,Northen Territory,11/10/2018,Spill Response Kit,103.95,9,SB639038-MD,935.55,10-Oct,2018
2.02E+11,Queensland,12/10/2018,Mineral Absorbent,436.5375,6,CR952915-MD,2619.225,10-Oct,2018
2.02E+11,Tasmania,13/10/2018,Storage Cabinets,588.2625,6,CR008525-LG,3529.575,10-Oct,2018
2.02E+11,New South Wales,14/10/2018,Viper Earmuffs,103.95,7,SB639038-MD,727.65,10-Oct,2018
2.02E+11,Victoria,15/10/2018,Bio Waste Kit,103.95,5,SB639038-MD,519.75,10-Oct,2018
2.02E+11,Queensland,16/10/2018,Hook Tie Down System,436.5375,5,CR952915-MD,2182.6875,10-Oct,2018
2.02E+11,Australian Capital Territory,17/10/2018,Storage Cabinets,26.2395,6,HL849377-SM,157.437,10-Oct,2018
2.02E+11,Northen Territory,18/10/2018,Hook Tie Down System,26.2395,6,HL849377-SM,157.437,10-Oct,2018
2.02E+11,Queensland,19/10/2018,Spill Response Kit,588.2625,6,CR008525-LG,3529.575,10-Oct,2018
2.02E+11,Tasmania,20/10/2018,Viper Earmuffs,103.95,7,SB639038-MD,727.65,10-Oct,2018
2.02E+11,New South Wales,21/10/2018,Mineral Absorbent,103.95,7,SB639038-MD,727.65,10-Oct,2018
2.02E+11,Victoria,22/10/2018,Bio Waste Kit,26.2395,8,HL849377-SM,209.916,10-Oct,2018
2.02E+11,Queensland,23/10/2018,Spill Response Kit,436.5375,5,CR952915-MD,2182.6875,10-Oct,2018
2.02E+11,Australian Capital Territory,24/10/2018,Mineral Absorbent,26.2395,5,HL849377-SM,131.1975,10-Oct,2018
2.02E+11,Northen Territory,25/10/2018,Storage Cabinets,26.2395,6,HL849377-SM,157.437,10-Oct,2018
2.02E+11,Queensland,26/10/2018,Viper Earmuffs,26.2395,7,HL849377-SM,183.6765,10-Oct,2018
2.02E+11,Tasmania,27/10/2018,Bio Waste Kit,588.2625,6,CR008525-LG,3529.575,10-Oct,2018
2.02E+11,New South Wales,28/10/2018,Hook Tie Down System,103.95,8,SB639038-MD,831.6,10-Oct,2018
2.02E+11,Victoria,29/10/2018,Storage Cabinets,588.2625,6,CR008525-LG,3529.575,10-Oct,2018
2.02E+11,Queensland,30/10/2018,Hook Tie Down System,588.2625,6,CR008525-LG,3529.575,10-Oct,2018
2.02E+11,Australian Capital Territory,31/10/2018,Spill Response Kit,208.95,9,TN201133-SM,1880.55,10-Oct,2018
2.02E+11,Northen Territory,01/11/2018,Viper Earmuffs,588.2625,5,CR008525-LG,2941.3125,11-Nov,2018
2.02E+11,Queensland,02/11/2018,Mineral Absorbent,103.95,8,SB639038-MD,831.6,11-Nov,2018
2.02E+11,Tasmania,03/11/2018,Bio Waste Kit,588.2625,5,CR008525-LG,2941.3125,11-Nov,2018
2.02E+11,New South Wales,04/11/2018,Spill Response Kit,103.95,9,SB639038-MD,935.55,11-Nov,2018
2.02E+11,Victoria,05/11/2018,Mineral Absorbent,282.45,9,TN866801-LG,2542.05,11-Nov,2018
2.02E+11,Queensland,06/11/2018,Storage Cabinets,231.315,6,BP171085-LG,1387.89,11-Nov,2018
2.02E+11,Australian Capital Territory,07/11/2018,Viper Earmuffs,588.2625,6,CR008525-LG,3529.575,11-Nov,2018
2.02E+11,Northen Territory,08/11/2018,Bio Waste Kit,103.95,8,SB639038-MD,831.6,11-Nov,2018
2.02E+11,Queensland,09/11/2018,Hook Tie Down System,436.5375,6,CR952915-MD,2619.225,11-Nov,2018
2.02E+11,Tasmania,10/11/2018,Storage Cabinets,208.95,8,TN201133-SM,1671.6,11-Nov,2018
2.02E+11,New South Wales,11/11/2018,Hook Tie Down System,282.45,6,TN866801-LG,1694.7,11-Nov,2018
2.02E+11,Victoria,12/11/2018,Spill Response Kit,103.95,8,SB639038-MD,831.6,11-Nov,2018
2.02E+11,Queensland,13/11/2018,Viper Earmuffs,103.95,9,SB639038-MD,935.55,11-Nov,2018
2.02E+11,Australian Capital Territory,14/11/2018,Mineral Absorbent,231.315,6,BP171085-LG,1387.89,11-Nov,2018
2.02E+11,Northen Territory,15/11/2018,Bio Waste Kit,588.2625,5,CR008525-LG,2941.3125,11-Nov,2018
2.02E+11,Queensland,16/11/2018,Spill Response Kit,436.5375,5,CR952915-MD,2182.6875,11-Nov,2018
2.02E+11,Tasmania,17/11/2018,Mineral Absorbent,208.95,9,TN201133-SM,1880.55,11-Nov,2018
2.02E+11,New South Wales,18/11/2018,Storage Cabinets,588.2625,6,CR008525-LG,3529.575,11-Nov,2018
2.02E+11,Victoria,19/11/2018,Viper Earmuffs,588.2625,6,CR008525-LG,3529.575,11-Nov,2018
2.02E+11,Queensland,20/11/2018,Bio Waste Kit,103.95,6,SB639038-MD,623.7,11-Nov,2018
2.02E+11,Australian Capital Territory,21/11/2018,Hook Tie Down System,231.315,6,BP171085-LG,1387.89,11-Nov,2018
2.02E+11,Northen Territory,22/11/2018,Storage Cabinets,231.315,6,BP171085-LG,1387.89,11-Nov,2018
2.02E+11,Queensland,23/11/2018,Hook Tie Down System,103.95,9,SB639038-MD,935.55,11-Nov,2018
2.02E+11,Tasmania,24/11/2018,Spill Response Kit,26.2395,7,HL849377-SM,183.6765,11-Nov,2018
2.02E+11,New South Wales,25/11/2018,Viper Earmuffs,103.95,8,SB639038-MD,831.6,11-Nov,2018
2.02E+11,Victoria,26/11/2018,Mineral Absorbent,26.2395,7,HL849377-SM,183.6765,11-Nov,2018
2.02E+11,Queensland,27/11/2018,Bio Waste Kit,436.5375,6,CR952915-MD,2619.225,11-Nov,2018
2.02E+11,Australian Capital Territory,28/11/2018,Spill Response Kit,103.95,6,SB639038-MD,623.7,11-Nov,2018
2.02E+11,Northen Territory,29/11/2018,Mineral Absorbent,103.95,7,SB639038-MD,727.65,11-Nov,2018
2.02E+11,Queensland,30/11/2018,Storage Cabinets,231.315,6,BP171085-LG,1387.89,11-Nov,2018
2.02E+11,Tasmania,01/12/2018,Viper Earmuffs,208.95,5,TN201133-SM,1044.75,12-Dec,2018
2.02E+11,New South Wales,02/12/2018,Bio Waste Kit,588.2625,6,CR008525-LG,3529.575,12-Dec,2018
2.02E+11,Victoria,03/12/2018,Hook Tie Down System,103.95,6,SB639038-MD,623.7,12-Dec,2018
2.02E+11,Queensland,04/12/2018,Storage Cabinets,231.315,6,BP171085-LG,1387.89,12-Dec,2018
2.02E+11,Australian Capital Territory,05/12/2018,Hook Tie Down System,282.45,6,TN866801-LG,1694.7,12-Dec,2018
2.02E+11,Northen Territory,06/12/2018,Spill Response Kit,282.45,5,TN866801-LG,1412.25,12-Dec,2018
2.02E+11,Queensland,07/12/2018,Viper Earmuffs,588.2625,6,CR008525-LG,3529.575,12-Dec,2018
2.02E+11,Tasmania,08/12/2018,Mineral Absorbent,282.45,7,TN866801-LG,1977.15,12-Dec,2018
2.02E+11,New South Wales,09/12/2018,Bio Waste Kit,26.2395,6,HL849377-SM,157.437,12-Dec,2018
2.02E+11,Victoria,10/12/2018,Spill Response Kit,103.95,6,SB639038-MD,623.7,12-Dec,2018
2.02E+11,Queensland,11/12/2018,Mineral Absorbent,282.45,8,TN866801-LG,2259.6,12-Dec,2018
2.02E+11,Australian Capital Territory,12/12/2018,Storage Cabinets,282.45,7,TN866801-LG,1977.15,12-Dec,2018
2.02E+11,Northen Territory,13/12/2018,Viper Earmuffs,231.315,5,BP171085-LG,1156.575,12-Dec,2018
2.02E+11,Queensland,14/12/2018,Bio Waste Kit,26.2395,8,HL849377-SM,209.916,12-Dec,2018
2.02E+11,Tasmania,15/12/2018,Hook Tie Down System,588.2625,6,CR008525-LG,3529.575,12-Dec,2018
2.02E+11,New South Wales,16/12/2018,Storage Cabinets,26.2395,7,HL849377-SM,183.6765,12-Dec,2018
2.02E+11,Victoria,17/12/2018,Hook Tie Down System,282.45,9,TN866801-LG,2542.05,12-Dec,2018
2.02E+11,Queensland,18/12/2018,Spill Response Kit,103.95,9,SB639038-MD,935.55,12-Dec,2018
2.02E+11,Australian Capital Territory,19/12/2018,Viper Earmuffs,231.315,6,BP171085-LG,1387.89,12-Dec,2018
2.02E+11,Northen Territory,20/12/2018,Mineral Absorbent,103.95,5,SB639038-MD,519.75,12-Dec,2018
2.02E+11,Queensland,21/12/2018,Bio Waste Kit,588.2625,6,CR008525-LG,3529.575,12-Dec,2018
2.02E+11,Tasmania,22/12/2018,Spill Response Kit,436.5375,6,CR952915-MD,2619.225,12-Dec,2018
2.02E+11,New South Wales,23/12/2018,Mineral Absorbent,282.45,5,TN866801-LG,1412.25,12-Dec,2018
2.02E+11,Victoria,24/12/2018,Storage Cabinets,26.2395,8,HL849377-SM,209.916,12-Dec,2018
2.02E+11,Queensland,25/12/2018,Viper Earmuffs,26.2395,6,HL849377-SM,157.437,12-Dec,2018
2.02E+11,Australian Capital Territory,26/12/2018,Bio Waste Kit,103.95,8,SB639038-MD,831.6,12-Dec,2018
2.02E+11,Northen Territory,27/12/2018,Hook Tie Down System,103.95,6,SB639038-MD,623.7,12-Dec,2018
2.02E+11,Queensland,28/12/2018,Storage Cabinets,282.45,8,TN866801-LG,2259.6,12-Dec,2018
2.02E+11,Tasmania,29/12/2018,Hook Tie Down System,588.2625,6,CR008525-LG,3529.575,12-Dec,2018
2.02E+11,New South Wales,30/12/2018,Spill Response Kit,282.45,6,TN866801-LG,1694.7,12-Dec,2018
2.02E+11,Victoria,31/12/2018,Viper Earmuffs,282.45,9,TN866801-LG,2542.05,12-Dec,2018
2.02E+11,Queensland,01/01/2019,Mineral Absorbent,282.45,10,TN866801-LG,2824.5,01-Jan,2019
2.02E+11,Australian Capital Territory,02/01/2019,Bio Waste Kit,436.5375,5,CR952915-MD,2182.6875,01-Jan,2019
2.02E+11,Northen Territory,03/01/2019,Spill Response Kit,231.315,6,BP171085-LG,1387.89,01-Jan,2019
2.02E+11,Queensland,04/01/2019,Mineral Absorbent,436.5375,6,CR952915-MD,2619.225,01-Jan,2019
2.02E+11,Tasmania,05/01/2019,Storage Cabinets,231.315,6,BP171085-LG,1387.89,01-Jan,2019
2.02E+11,New South Wales,06/01/2019,Viper Earmuffs,103.95,9,SB639038-MD,935.55,01-Jan,2019
2.02E+11,Victoria,07/01/2019,Bio Waste Kit,26.2395,8,HL849377-SM,209.916,01-Jan,2019
2.02E+11,Queensland,08/01/2019,Hook Tie Down System,103.95,5,SB639038-MD,519.75,01-Jan,2019
2.02E+11,Australian Capital Territory,09/01/2019,Storage Cabinets,282.45,10,TN866801-LG,2824.5,01-Jan,2019
2.02E+11,Northen Territory,10/01/2019,Hook Tie Down System,282.45,10,TN866801-LG,2824.5,01-Jan,2019
2.02E+11,Queensland,11/01/2019,Spill Response Kit,397.95,10,TN024462-XL,3979.5,01-Jan,2019
2.02E+11,Tasmania,12/01/2019,Viper Earmuffs,26.2395,6,HL849377-SM,157.437,01-Jan,2019
2.02E+11,New South Wales,13/01/2019,Mineral Absorbent,397.95,9,TN024462-XL,3581.55,01-Jan,2019
2.02E+11,Victoria,14/01/2019,Bio Waste Kit,588.2625,5,CR008525-LG,2941.3125,01-Jan,2019
2.02E+11,Queensland,15/01/2019,Spill Response Kit,146.9895,7,SB443536-LG,1028.9265,01-Jan,2019
2.02E+11,Australian Capital Territory,16/01/2019,Mineral Absorbent,26.2395,8,HL849377-SM,209.916,01-Jan,2019
2.02E+11,Northen Territory,17/01/2019,Storage Cabinets,588.2625,5,CR008525-LG,2941.3125,01-Jan,2019
2.02E+11,Queensland,18/01/2019,Viper Earmuffs,146.9895,8,SB443536-LG,1175.916,01-Jan,2019
2.02E+11,Tasmania,19/01/2019,Bio Waste Kit,26.2395,6,HL849377-SM,157.437,01-Jan,2019
2.02E+11,New South Wales,20/01/2019,Hook Tie Down System,397.95,5,TN024462-XL,1989.75,01-Jan,2019
2.02E+11,Victoria,21/01/2019,Storage Cabinets,282.45,9,TN866801-LG,2542.05,01-Jan,2019
2.02E+11,Queensland,22/01/2019,Hook Tie Down System,26.2395,6,HL849377-SM,157.437,01-Jan,2019
2.02E+11,Australian Capital Territory,23/01/2019,Spill Response Kit,231.315,6,BP171085-LG,1387.89,01-Jan,2019
2.02E+11,Northen Territory,24/01/2019,Viper Earmuffs,103.95,9,SB639038-MD,935.55,01-Jan,2019
2.02E+11,Queensland,25/01/2019,Mineral Absorbent,282.45,7,TN866801-LG,1977.15,01-Jan,2019
2.02E+11,Tasmania,26/01/2019,Bio Waste Kit,282.45,6,TN866801-LG,1694.7,01-Jan,2019
2.02E+11,New South Wales,27/01/2019,Spill Response Kit,588.2625,5,CR008525-LG,2941.3125,01-Jan,2019
2.02E+11,Victoria,28/01/2019,Mineral Absorbent,282.45,8,TN866801-LG,2259.6,01-Jan,2019
2.02E+11,Queensland,29/01/2019,Storage Cabinets,146.9895,6,SB443536-LG,881.937,01-Jan,2019
2.02E+11,Australian Capital Territory,30/01/2019,Viper Earmuffs,588.2625,6,CR008525-LG,3529.575,01-Jan,2019
2.02E+11,Northen Territory,31/01/2019,Bio Waste Kit,588.2625,5,CR008525-LG,2941.3125,01-Jan,2019
2.02E+11,Queensland,01/02/2019,Hook Tie Down System,397.95,6,TN024462-XL,2387.7,02-Feb,2019
2.02E+11,Tasmania,02/02/2019,Storage Cabinets,26.2395,5,HL849377-SM,131.1975,02-Feb,2019
2.02E+11,New South Wales,03/02/2019,Hook Tie Down System,282.45,6,TN866801-LG,1694.7,02-Feb,2019
2.02E+11,Victoria,04/02/2019,Spill Response Kit,282.45,9,TN866801-LG,2542.05,02-Feb,2019
2.02E+11,Queensland,05/02/2019,Viper Earmuffs,588.2625,5,CR008525-LG,2941.3125,02-Feb,2019
2.02E+11,Australian Capital Territory,06/02/2019,Mineral Absorbent,103.95,9,SB639038-MD,935.55,02-Feb,2019
2.02E+11,Northen Territory,07/02/2019,Bio Waste Kit,282.45,7,TN866801-LG,1977.15,02-Feb,2019
2.02E+11,Queensland,08/02/2019,Spill Response Kit,26.2395,5,HL849377-SM,131.1975,02-Feb,2019
2.02E+11,Tasmania,09/02/2019,Mineral Absorbent,103.95,9,SB639038-MD,935.55,02-Feb,2019
2.02E+11,New South Wales,10/02/2019,Storage Cabinets,146.9895,8,SB443536-LG,1175.916,02-Feb,2019
2.02E+11,Victoria,11/02/2019,Viper Earmuffs,103.95,9,SB639038-MD,935.55,02-Feb,2019
2.02E+11,Queensland,12/02/2019,Bio Waste Kit,231.315,5,BP171085-LG,1156.575,02-Feb,2019
2.02E+11,Australian Capital Territory,13/02/2019,Hook Tie Down System,231.315,6,BP171085-LG,1387.89,02-Feb,2019
2.02E+11,Northen Territory,14/02/2019,Storage Cabinets,231.315,6,BP171085-LG,1387.89,02-Feb,2019
2.02E+11,Queensland,15/02/2019,Hook Tie Down System,231.315,5,BP171085-LG,1156.575,02-Feb,2019
2.02E+11,Tasmania,16/02/2019,Spill Response Kit,189.525,6,BP459041-MD,1137.15,02-Feb,2019
2.02E+11,New South Wales,17/02/2019,Viper Earmuffs,26.2395,5,HL849377-SM,131.1975,02-Feb,2019
2.02E+11,Victoria,18/02/2019,Mineral Absorbent,146.9895,6,SB443536-LG,881.937,02-Feb,2019
2.02E+11,Queensland,19/02/2019,Bio Waste Kit,397.95,7,TN024462-XL,2785.65,02-Feb,2019
2.02E+11,Australian Capital Territory,20/02/2019,Spill Response Kit,397.95,9,TN024462-XL,3581.55,02-Feb,2019
2.02E+11,Northen Territory,21/02/2019,Mineral Absorbent,26.2395,6,HL849377-SM,157.437,02-Feb,2019
2.02E+11,Queensland,22/02/2019,Storage Cabinets,397.95,6,TN024462-XL,2387.7,02-Feb,2019
2.02E+11,Tasmania,23/02/2019,Viper Earmuffs,588.2625,6,CR008525-LG,3529.575,02-Feb,2019
2.02E+11,New South Wales,24/02/2019,Bio Waste Kit,103.95,6,SB639038-MD,623.7,02-Feb,2019
2.02E+11,Victoria,25/02/2019,Hook Tie Down System,588.2625,6,CR008525-LG,3529.575,02-Feb,2019
2.02E+11,Queensland,26/02/2019,Storage Cabinets,146.9895,6,SB443536-LG,881.937,02-Feb,2019
2.02E+11,Australian Capital Territory,27/02/2019,Hook Tie Down System,231.315,5,BP171085-LG,1156.575,02-Feb,2019
2.02E+11,Northen Territory,28/02/2019,Spill Response Kit,588.2625,5,CR008525-LG,2941.3125,02-Feb,2019
2.02E+11,Queensland,01/03/2019,Viper Earmuffs,588.2625,5,CR008525-LG,2941.3125,03-Mar,2019
2.02E+11,Tasmania,02/03/2019,Mineral Absorbent,588.2625,5,CR008525-LG,2941.3125,03-Mar,2019
2.02E+11,New South Wales,03/03/2019,Bio Waste Kit,146.9895,9,SB443536-LG,1322.9055,03-Mar,2019
2.02E+11,Victoria,04/03/2019,Spill Response Kit,26.2395,7,HL849377-SM,183.6765,03-Mar,2019
2.02E+11,Queensland,05/03/2019,Mineral Absorbent,231.315,6,BP171085-LG,1387.89,03-Mar,2019
2.02E+11,Australian Capital Territory,06/03/2019,Storage Cabinets,189.525,6,BP459041-MD,1137.15,03-Mar,2019
2.02E+11,Northen Territory,07/03/2019,Viper Earmuffs,588.2625,5,CR008525-LG,2941.3125,03-Mar,2019
2.02E+11,Queensland,08/03/2019,Bio Waste Kit,397.95,8,TN024462-XL,3183.6,03-Mar,2019
2.02E+11,Tasmania,09/03/2019,Hook Tie Down System,588.2625,6,CR008525-LG,3529.575,03-Mar,2019
2.02E+11,New South Wales,10/03/2019,Storage Cabinets,26.2395,7,HL849377-SM,183.6765,03-Mar,2019
2.02E+11,Victoria,11/03/2019,Hook Tie Down System,189.525,6,BP459041-MD,1137.15,03-Mar,2019
2.02E+11,Queensland,12/03/2019,Spill Response Kit,231.315,6,BP171085-LG,1387.89,03-Mar,2019
2.02E+11,Australian Capital Territory,13/03/2019,Viper Earmuffs,231.315,5,BP171085-LG,1156.575,03-Mar,2019
2.02E+11,Northen Territory,14/03/2019,Mineral Absorbent,282.45,5,TN866801-LG,1412.25,03-Mar,2019
2.02E+11,Queensland,15/03/2019,Bio Waste Kit,588.2625,5,CR008525-LG,2941.3125,03-Mar,2019
2.02E+11,Tasmania,16/03/2019,Spill Response Kit,26.2395,7,HL849377-SM,183.6765,03-Mar,2019
2.02E+11,New South Wales,17/03/2019,Mineral Absorbent,189.525,5,BP459041-MD,947.625,03-Mar,2019
2.02E+11,Victoria,18/03/2019,Storage Cabinets,588.2625,6,CR008525-LG,3529.575,03-Mar,2019
2.02E+11,Queensland,19/03/2019,Viper Earmuffs,26.2395,6,HL849377-SM,157.437,03-Mar,2019
2.02E+11,Australian Capital Territory,20/03/2019,Bio Waste Kit,146.9895,5,SB443536-LG,734.9475,03-Mar,2019
2.02E+11,Northen Territory,21/03/2019,Hook Tie Down System,282.45,5,TN866801-LG,1412.25,03-Mar,2019
2.02E+11,Queensland,22/03/2019,Storage Cabinets,282.45,10,TN866801-LG,2824.5,03-Mar,2019
2.02E+11,Tasmania,23/03/2019,Hook Tie Down System,146.9895,5,SB443536-LG,734.9475,03-Mar,2019
2.02E+11,New South Wales,24/03/2019,Spill Response Kit,231.315,5,BP171085-LG,1156.575,03-Mar,2019
2.02E+11,Victoria,25/03/2019,Viper Earmuffs,146.9895,8,SB443536-LG,1175.916,03-Mar,2019
2.02E+11,Queensland,26/03/2019,Mineral Absorbent,26.2395,8,HL849377-SM,209.916,03-Mar,2019
2.02E+11,Australian Capital Territory,27/03/2019,Bio Waste Kit,26.2395,5,HL849377-SM,131.1975,03-Mar,2019
2.02E+11,Northen Territory,28/03/2019,Spill Response Kit,146.9895,6,SB443536-LG,881.937,03-Mar,2019
2.02E+11,Queensland,29/03/2019,Mineral Absorbent,588.2625,5,CR008525-LG,2941.3125,03-Mar,2019
2.02E+11,Tasmania,30/03/2019,Storage Cabinets,588.2625,6,CR008525-LG,3529.575,03-Mar,2019
2.02E+11,New South Wales,31/03/2019,Viper Earmuffs,588.2625,6,CR008525-LG,3529.575,03-Mar,2019
2.02E+11,Victoria,01/04/2019,Bio Waste Kit,26.2395,8,HL849377-SM,209.916,04-Apr,2019
2.02E+11,Queensland,02/04/2019,Hook Tie Down System,26.2395,8,HL849377-SM,209.916,04-Apr,2019
2.02E+11,Australian Capital Territory,03/04/2019,Storage Cabinets,146.9895,8,SB443536-LG,1175.916,04-Apr,2019
2.02E+11,Northen Territory,04/04/2019,Hook Tie Down System,588.2625,6,CR008525-LG,3529.575,04-Apr,2019
2.02E+11,Queensland,05/04/2019,Spill Response Kit,588.2625,6,CR008525-LG,3529.575,04-Apr,2019
2.02E+11,Tasmania,06/04/2019,Viper Earmuffs,282.45,7,TN866801-LG,1977.15,04-Apr,2019
2.02E+11,New South Wales,07/04/2019,Mineral Absorbent,208.95,5,TN201133-SM,1044.75,04-Apr,2019
2.02E+11,Victoria,08/04/2019,Bio Waste Kit,189.525,6,BP459041-MD,1137.15,04-Apr,2019
2.02E+11,Queensland,09/04/2019,Spill Response Kit,68.25,6,HL880079-LG,409.5,04-Apr,2019
2.02E+11,Australian Capital Territory,10/04/2019,Mineral Absorbent,588.2625,5,CR008525-LG,2941.3125,04-Apr,2019
2.02E+11,Northen Territory,11/04/2019,Storage Cabinets,208.95,9,TN201133-SM,1880.55,04-Apr,2019
2.02E+11,Queensland,12/04/2019,Viper Earmuffs,189.525,5,BP459041-MD,947.625,04-Apr,2019
2.02E+11,Tasmania,13/04/2019,Bio Waste Kit,68.25,6,HL880079-LG,409.5,04-Apr,2019
2.02E+11,New South Wales,14/04/2019,Hook Tie Down System,68.25,7,HL880079-LG,477.75,04-Apr,2019
2.02E+11,Victoria,15/04/2019,Storage Cabinets,397.95,5,TN024462-XL,1989.75,04-Apr,2019
2.02E+11,Queensland,16/04/2019,Hook Tie Down System,208.95,10,TN201133-SM,2089.5,04-Apr,2019
2.02E+11,Australian Capital Territory,17/04/2019,Spill Response Kit,588.2625,5,CR008525-LG,2941.3125,04-Apr,2019
2.02E+11,Northen Territory,18/04/2019,Viper Earmuffs,26.2395,7,HL849377-SM,183.6765,04-Apr,2019
2.02E+11,Queensland,19/04/2019,Mineral Absorbent,189.525,6,BP459041-MD,1137.15,04-Apr,2019
2.02E+11,Tasmania,20/04/2019,Bio Waste Kit,189.525,5,BP459041-MD,947.625,04-Apr,2019
2.02E+11,New South Wales,21/04/2019,Spill Response Kit,146.9895,8,SB443536-LG,1175.916,04-Apr,2019
2.02E+11,Victoria,22/04/2019,Mineral Absorbent,397.95,6,TN024462-XL,2387.7,04-Apr,2019
2.02E+11,Queensland,23/04/2019,Storage Cabinets,68.25,6,HL880079-LG,409.5,04-Apr,2019
2.02E+11,Australian Capital Territory,24/04/2019,Viper Earmuffs,68.25,8,HL880079-LG,546,04-Apr,2019
2.02E+11,Northen Territory,25/04/2019,Bio Waste Kit,146.9895,9,SB443536-LG,1322.9055,04-Apr,2019
2.02E+11,Queensland,26/04/2019,Hook Tie Down System,397.95,9,TN024462-XL,3581.55,04-Apr,2019
2.02E+11,Tasmania,27/04/2019,Storage Cabinets,208.95,9,TN201133-SM,1880.55,04-Apr,2019
2.02E+11,New South Wales,28/04/2019,Hook Tie Down System,189.525,5,BP459041-MD,947.625,04-Apr,2019
2.02E+11,Victoria,29/04/2019,Spill Response Kit,588.2625,5,CR008525-LG,2941.3125,04-Apr,2019
2.02E+11,Queensland,30/04/2019,Viper Earmuffs,588.2625,5,CR008525-LG,2941.3125,04-Apr,2019
2.02E+11,Australian Capital Territory,01/05/2019,Mineral Absorbent,588.2625,6,CR008525-LG,3529.575,05-May,2019
2.02E+11,Northen Territory,02/05/2019,Bio Waste Kit,68.25,6,HL880079-LG,409.5,05-May,2019
2.02E+11,Queensland,03/05/2019,Spill Response Kit,208.95,8,TN201133-SM,1671.6,05-May,2019
2.02E+11,Tasmania,04/05/2019,Mineral Absorbent,282.45,5,SB885432-XL,1412.25,05-May,2019
2.02E+11,New South Wales,05/05/2019,Storage Cabinets,282.45,8,SB885432-XL,2259.6,05-May,2019
2.02E+11,Victoria,06/05/2019,Viper Earmuffs,208.95,9,TN201133-SM,1880.55,05-May,2019
2.02E+11,Queensland,07/05/2019,Bio Waste Kit,26.2395,8,HL849377-SM,209.916,05-May,2019
2.02E+11,Australian Capital Territory,08/05/2019,Hook Tie Down System,189.525,6,BP459041-MD,1137.15,05-May,2019
2.02E+11,Northen Territory,09/05/2019,Storage Cabinets,282.45,6,SB885432-XL,1694.7,05-May,2019
2.02E+11,Queensland,10/05/2019,Hook Tie Down System,208.95,6,TN201133-SM,1253.7,05-May,2019
2.02E+11,Tasmania,11/05/2019,Spill Response Kit,588.2625,5,CR008525-LG,2941.3125,05-May,2019
2.02E+11,New South Wales,12/05/2019,Viper Earmuffs,588.2625,6,CR008525-LG,3529.575,05-May,2019
2.02E+11,Victoria,13/05/2019,Mineral Absorbent,397.95,9,TN024462-XL,3581.55,05-May,2019
2.02E+11,Queensland,14/05/2019,Bio Waste Kit,189.525,5,BP459041-MD,947.625,05-May,2019
2.02E+11,Australian Capital Territory,15/05/2019,Spill Response Kit,146.9895,8,SB443536-LG,1175.916,05-May,2019
2.02E+11,Northen Territory,16/05/2019,Mineral Absorbent,397.95,7,TN024462-XL,2785.65,05-May,2019
2.02E+11,Queensland,17/05/2019,Storage Cabinets,189.525,6,BP459041-MD,1137.15,05-May,2019
2.02E+11,Tasmania,18/05/2019,Viper Earmuffs,68.25,6,HL880079-LG,409.5,05-May,2019
2.02E+11,New South Wales,19/05/2019,Bio Waste Kit,189.525,6,BP459041-MD,1137.15,05-May,2019
2.02E+11,Victoria,20/05/2019,Hook Tie Down System,146.9895,9,SB443536-LG,1322.9055,05-May,2019
2.02E+11,Queensland,21/05/2019,Storage Cabinets,189.525,5,BP459041-MD,947.625,05-May,2019
2.02E+11,Australian Capital Territory,22/05/2019,Hook Tie Down System,208.95,7,TN201133-SM,1462.65,05-May,2019
2.02E+11,Northen Territory,23/05/2019,Spill Response Kit,68.25,8,HL880079-LG,546,05-May,2019
2.02E+11,Queensland,24/05/2019,Viper Earmuffs,282.45,9,SB885432-XL,2542.05,05-May,2019
2.02E+11,Tasmania,25/05/2019,Mineral Absorbent,231.315,6,BP171085-LG,1387.89,05-May,2019
2.02E+11,New South Wales,26/05/2019,Bio Waste Kit,189.525,6,BP459041-MD,1137.15,05-May,2019
2.02E+11,Victoria,27/05/2019,Spill Response Kit,68.25,7,HL880079-LG,477.75,05-May,2019
2.02E+11,Queensland,28/05/2019,Mineral Absorbent,146.9895,8,SB443536-LG,1175.916,05-May,2019
2.02E+11,Australian Capital Territory,29/05/2019,Storage Cabinets,282.45,8,SB885432-XL,2259.6,05-May,2019
